Timestamp,1. What is your gender?,2. What is your age range?,3. Which district are you from?,4. What is your occupation?,5. What is your approximate monthly household spending on products? (LKR),6. How often do you shop for products?,06. Does your cultural background influence what products you buy?,"Q07.  Clothing & Apparel
What do you mainly check before buying a clothing & apparel product?","Q08. Clothing & Apparel  
What is your main reason for buying clothing & apparel products?","Q09. Clothing & Apparel   
How much does emotional appeal (how it makes you feel) influence your purchase of clothing & apparel products?","Q10.   Beauty & Personal Care
What do you mainly check before buying a beauty & personal care product?","Q11.   Beauty & Personal Care
 What is your main reason for buying beauty & personal care products?","Q12.   Beauty & Personal Care
How much does emotional appeal (how it makes you feel) influence your purchase of beauty & personal care products?","Q13.  Electronics
What do you mainly check before buying a electronics product?","Q14.  Electronics 
What is your main reason for buying electronics products?","Q15.  Electronics
How much does emotional appeal (how it makes you feel) influence your purchase of electronics products?","Q16.   Grocery & Food
What do you mainly check before buying a grocery & food product?","Q17.    Grocery & Food
What is your main reason for buying grocery & food products?","Q18.    Grocery & Food  
  How much does emotional appeal (how it makes you feel) influence your purchase of grocery & food products?","Q19.  Baby Products 
  What do you mainly check before buying a baby products product?","Q20. Baby Products
What is your main reason for buying baby products products?","Q21.  Baby Products
How much does emotional appeal (how it makes you feel) influence your purchase of baby products products?","Q22.  Pet Products
What do you mainly check before buying a pet products product?","Q23.  Pet Products
What is your main reason for buying pet products products?","Q24.  Pet Products
How much does emotional appeal (how it makes you feel) influence your purchase of pet products products?","Q25.  Sports & Fitness
What do you mainly check before buying a sports & fitness product?","Q26.  Sports & Fitness
What is your main reason for buying sports & fitness products?","Q27.  Sports & Fitness
How much does emotional appeal (how it makes you feel) influence your purchase of sports & fitness products?",gender_enc,age_enc,environment_enc,occupation_enc,spending_enc,culture_enc,avg_appeal_raw,avg_appeal_norm,high_appeal_count,low_appeal_count,"Q08. Clothing & Apparel  
What is your main reason for buying clothing & apparel products?_emo","Q08. Clothing & Apparel  
What is your main reason for buying clothing & apparel products?_rat","Q11.   Beauty & Personal Care
 What is your main reason for buying beauty & personal care products?_emo","Q11.   Beauty & Personal Care
 What is your main reason for buying beauty & personal care products?_rat","Q14.  Electronics 
What is your main reason for buying electronics products?_emo","Q14.  Electronics 
What is your main reason for buying electronics products?_rat","Q17.    Grocery & Food
What is your main reason for buying grocery & food products?_emo","Q17.    Grocery & Food
What is your main reason for buying grocery & food products?_rat","Q20. Baby Products
What is your main reason for buying baby products products?_emo","Q20. Baby Products
What is your main reason for buying baby products products?_rat","Q23.  Pet Products
What is your main reason for buying pet products products?_emo","Q23.  Pet Products
What is your main reason for buying pet products products?_rat","Q26.  Sports & Fitness
What is your main reason for buying sports & fitness products?_emo","Q26.  Sports & Fitness
What is your main reason for buying sports & fitness products?_rat",emotional_reason_count,rational_reason_count,"Q07.  Clothing & Apparel
What do you mainly check before buying a clothing & apparel product?_rat_signal","Q07.  Clothing & Apparel
What do you mainly check before buying a clothing & apparel product?_emo_signal","Q10.   Beauty & Personal Care
What do you mainly check before buying a beauty & personal care product?_rat_signal","Q10.   Beauty & Personal Care
What do you mainly check before buying a beauty & personal care product?_emo_signal","Q13.  Electronics
What do you mainly check before buying a electronics product?_rat_signal","Q13.  Electronics
What do you mainly check before buying a electronics product?_emo_signal","Q16.   Grocery & Food
What do you mainly check before buying a grocery & food product?_rat_signal","Q16.   Grocery & Food
What do you mainly check before buying a grocery & food product?_emo_signal","Q19.  Baby Products 
  What do you mainly check before buying a baby products product?_rat_signal","Q19.  Baby Products 
  What do you mainly check before buying a baby products product?_emo_signal","Q22.  Pet Products
What do you mainly check before buying a pet products product?_rat_signal","Q22.  Pet Products
What do you mainly check before buying a pet products product?_emo_signal","Q25.  Sports & Fitness
What do you mainly check before buying a sports & fitness product?_rat_signal","Q25.  Sports & Fitness
What do you mainly check before buying a sports & fitness product?_emo_signal",rational_check_total,emotional_check_total,total_score,cognitive_label
5/28/2026 8:30,Male,18 – 24,Colombo,Student,"More than Rs. 50,000",A few times a month,"Yes, strongly",Appearance or design,It solves a specific practical problem,3,Appearance or design,It is the best value for money,4,Price and value for money,It makes me feel good or satisfied emotionally,3,Price and value for money,It is a trusted brand or widely recommended,5,Product specifications or ingredients,It is a trusted brand or widely recommended,5,Price and value for money,It is the best value for money,3,Product specifications or ingredients,It is a trusted brand or widely recommended,4,0.0,1.0,1.0,0.7,1.0,1.0,3.857142857142857,0.8571428571428572,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,2,0,2,0,0,0,0,2,0,0,0,2,0,4,4,2.571428571428571,1
5/28/2026 8:33,Female,25 – 34,Matara,Student,"Rs. 5,000 – Rs. 15,000",A few times a month,Somewhat,"Price and value for money, Appearance or design, Product specifications or ingredients",It is the best value for money,3,"Price and value for money, Appearance or design, Product specifications or ingredients",It is the best value for money,3,"Price and value for money, Appearance or design, Product specifications or ingredients",It is the best value for money,4,"Price and value for money, Appearance or design, Product specifications or ingredients",It is the best value for money,4,"Price and value for money, Appearance or design, Product specifications or ingredients",It is the best value for money,4,"Price and value for money, Appearance or design, Product specifications or ingredients",It is the best value for money,4,"Price and value for money, Appearance or design, Product specifications or ingredients",It is the best value for money,4,1.0,2.0,1.0,0.7,0.25,0.5,3.7142857142857144,0.7142857142857144,5,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,-13.857142857142858,0
5/28/2026 8:38,Female,25 – 34,Anuradhapura,Private sector employee,"Rs. 15,001 – Rs. 30,000",Once a week,Somewhat,"Price and value for money, Appearance or design, Recommendation from someone I trust",It makes me feel good or satisfied emotionally,4,"Price and value for money, Product specifications or ingredients, Customer reviews or ratings",It solves a specific practical problem,4,"Price and value for money, Brand name or reputation, Customer reviews or ratings, Recommendation from someone I trust",It is a trusted brand or widely recommended,4,"Price and value for money, Brand name or reputation, Product specifications or ingredients",It makes me feel good or satisfied emotionally,5,"Price and value for money, Brand name or reputation, Product specifications or ingredients",It is a trusted brand or widely recommended,5,"Brand name or reputation, Product specifications or ingredients, Recommendation from someone I trust",It solves a specific practical problem,4,"Price and value for money, Brand name or reputation, Appearance or design, Customer reviews or ratings",It makes me feel good or satisfied emotionally,4,1.0,2.0,0.0,0.4,0.5,0.5,4.285714285714286,1.2857142857142856,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,2,3,0,1,0,2,0,2,0,2,0,1,2,11,4,11.357142857142858,1
5/28/2026 9:18,Female,25 – 34,Colombo,Private sector employee,"Rs. 5,000 – Rs. 15,000",A few times a month,Somewhat,"Price and value for money, Appearance or design",It solves a specific practical problem,5,"Price and value for money, Brand name or reputation, Product specifications or ingredients, Customer reviews or ratings",It solves a specific practical problem,5,"Price and value for money, Product specifications or ingredients, Customer reviews or ratings",It solves a specific practical problem,4,"Price and value for money, Product specifications or ingredients",It solves a specific practical problem,2,"Price and value for money, Brand name or reputation, Product specifications or ingredients",It solves a specific practical problem,2,Price and value for money,It solves a specific practical problem,1,"Price and value for money, Appearance or design, Customer reviews or ratings",It solves a specific practical problem,1,1.0,2.0,1.0,0.4,0.25,0.5,2.857142857142857,-0.1428571428571428,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,2,0,2,0,0,0,1,2,11,4,-2.9285714285714284,0
5/28/2026 9:19,Male,18 – 24,Colombo,Student,"Rs. 5,000 – Rs. 15,000",A few times a month,"Yes, strongly","Brand name or reputation, Appearance or design",It makes me feel good or satisfied emotionally,5,"Brand name or reputation, Customer reviews or ratings",It makes me feel good or satisfied emotionally,5,"Brand name or reputation, Appearance or design, Customer reviews or ratings",It solves a specific practical problem,4,"Product specifications or ingredients, Customer reviews or ratings",It makes me feel good or satisfied emotionally,5,"Appearance or design, Product specifications or ingredients, Customer reviews or ratings, Recommendation from someone I trust",It solves a specific practical problem,5,"Appearance or design, Product specifications or ingredients, Customer reviews or ratings",It makes me feel good or satisfied emotionally,5,"Brand name or reputation, Appearance or design, Product specifications or ingredients, Customer reviews or ratings, Recommendation from someone I trust",It makes me feel good or satisfied emotionally,5,0.0,1.0,1.0,0.7,0.25,1.0,4.857142857142857,1.8571428571428568,7,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,5,0,0,2,1,0,1,2,3,0,3,2,3,2,3,2,14,10,15.57142857142857,1
5/28/2026 11:01,Female,18 – 24,Colombo,Private sector employee,"More than Rs. 50,000",Once a week,"No, not at all","Price and value for money, Brand name or reputation, Appearance or design, Customer reviews or ratings",It is a trusted brand or widely recommended,4,"Price and value for money, Brand name or reputation, Appearance or design, Product specifications or ingredients, Customer reviews or ratings, Recommendation from someone I trust",It makes me feel good or satisfied emotionally,4,"Price and value for money, Brand name or reputation, Appearance or design, Customer reviews or ratings",It solves a specific practical problem,3,"Price and value for money, Product specifications or ingredients, Customer reviews or ratings, Recommendation from someone I trust",It makes me feel good or satisfied emotionally,5,Product specifications or ingredients,It makes me feel good or satisfied emotionally,1,"Price and value for money, Brand name or reputation, Product specifications or ingredients, Customer reviews or ratings, Recommendation from someone I trust",It solves a specific practical problem,5,"Price and value for money, Brand name or reputation, Appearance or design, Product specifications or ingredients, Customer reviews or ratings, Recommendation from someone I trust",It makes me feel good or satisfied emotionally,4,1.0,1.0,1.0,0.4,1.0,0.0,3.7142857142857144,0.7142857142857144,5,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4,0,1,2,3,2,1,2,3,0,2,0,3,0,3,2,16,8,7.142857142857142,1
5/28/2026 11:05,Male,25 – 34,Colombo,Private sector employee,"More than Rs. 50,000",A few times a month,"Yes, strongly","Price and value for money, Appearance or design",It makes me feel good or satisfied emotionally,4,"Price and value for money, Brand name or reputation, Product specifications or ingredients",It makes me feel good or satisfied emotionally,4,"Price and value for money, Product specifications or ingredients, Recommendation from someone I trust",It solves a specific practical problem,3,"Price and value for money, Customer reviews or ratings",It is the best value for money,3,"Price and value for money, Brand name or reputation, Appearance or design, Customer reviews or ratings, Recommendation from someone I trust",It makes me feel good or satisfied emotionally,4,"Price and value for money, Brand name or reputation, Recommendation from someone I trust",It solves a specific practical problem,4,"Price and value for money, Brand name or reputation, Customer reviews or ratings",It is a trusted brand or widely recommended,4,0.0,2.0,1.0,0.4,1.0,1.0,3.7142857142857144,0.7142857142857144,5,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,2,2,0,2,0,1,0,1,2,0,0,1,0,7,4,7.642857142857142,1
5/28/2026 12:35,Male,25 – 34,Gampaha,Government employee,"More than Rs. 50,000",Once a week,Somewhat,"Price and value for money, Brand name or reputation, Appearance or design",It makes me feel good or satisfied emotionally,4,Brand name or reputation,It is a trusted brand or widely recommended,4,"Brand name or reputation, Recommendation from someone I trust",It is a trusted brand or widely recommended,4,Product specifications or ingredients,It is a trusted brand or widely recommended,4,Recommendation from someone I trust,It is a trusted brand or widely recommended,4,Customer reviews or ratings,It makes me feel good or satisfied emotionally,4,Customer reviews or ratings,It solves a specific practical problem,4,0.0,2.0,1.0,0.5,1.0,0.5,4.0,1.0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,4,2,12.0,1
5/28/2026 13:05,Female,25 – 34,Colombo,Student,"Rs. 15,001 – Rs. 30,000",A few times a month,"No, not at all",Brand name or reputation,It is a trusted brand or widely recommended,5,"Price and value for money, Product specifications or ingredients, Customer reviews or ratings, Recommendation from someone I trust",It is a trusted brand or widely recommended,5,"Price and value for money, Product specifications or ingredients, Customer reviews or ratings",It is the best value for money,3,"Price and value for money, Brand name or reputation, Product specifications or ingredients, Customer reviews or ratings",It makes me feel good or satisfied emotionally,5,"Price and value for money, Brand name or reputation",It is a trusted brand or widely recommended,5,"Price and value for money, Brand name or reputation, Product specifications or ingredients, Recommendation from someone I trust",It makes me feel good or satisfied emotionally,5,"Price and value for money, Brand name or reputation, Appearance or design, Recommendation from someone I trust",It is a trusted brand or widely recommended,5,1.0,2.0,1.0,0.7,0.5,0.0,4.714285714285714,1.7142857142857144,6,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,3,0,3,0,3,0,0,0,2,0,0,2,11,2,7.642857142857142,1
5/28/2026 17:49,Male,18 – 24,Colombo,Student,"More than Rs. 50,000",A few times a month,Somewhat,"Price and value for money, Appearance or design",It solves a specific practical problem,4,"Price and value for money, Product specifications or ingredients",It solves a specific practical problem,3,"Price and value for money, Brand name or reputation, Appearance or design, Product specifications or ingredients, Customer reviews or ratings",It is the best value for money,4,"Price and value for money, Product specifications or ingredients",It makes me feel good or satisfied emotionally,4,Product specifications or ingredients,It is a trusted brand or widely recommended,2,"Price and value for money, Product specifications or ingredients",It solves a specific practical problem,2,"Price and value for money, Brand name or reputation, Appearance or design",It is the best value for money,4,0.0,1.0,1.0,0.7,1.0,0.5,3.2857142857142856,0.2857142857142856,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,2,2,0,3,2,2,0,2,0,2,0,0,2,11,6,-2.6428571428571432,0
